@relation data

@attribute pr_all1 numeric
@attribute pr_root numeric
@attribute pr_high numeric
@attribute common numeric
@attribute adamic numeric
@attribute jacc numeric
@attribute pr_all1_super numeric
@attribute pr_root_super numeric
@attribute pr_high_super numeric
@attribute class {1,0}

@data

1.04552e-05,4.81998e-06,8.78751e-06,1,0.161757726574,0.00552486187845,1.19738e-05,8.62322e-06,8.65918e-06,1
9.14008e-06,6.16917e-06,1.79573e-06,1,0.159036656189,0.00552486187845,1.19755e-05,8.69507e-06,8.62853e-06,0
8.35856e-06,7.95656e-06,2.10361e-06,1,0.179834068259,0.00552486187845,1.20053e-05,9.89521e-06,8.84854e-06,0
8.78198e-06,7.78059e-06,2.08156e-06,1,0.176803650615,0.00552486187845,1.19989e-05,9.63453e-06,8.80083e-06,0
8.8079e-06,8.16332e-06,2.19171e-06,1,0.178859296844,0.00552486187845,1.19995e-05,9.65881e-06,8.80526e-06,0
9.70767e-06,4.69264e-06,8.26524e-05,1,0.15446661782,0.00552486187845,1.19683e-05,8.40139e-06,3.20587e-05,1
8.74569e-06,5.40375e-06,9.83171e-06,1,0.161382880145,0.00552486187845,1.19737e-05,8.61843e-06,8.61495e-06,1
9.08853e-06,6.84074e-06,1.97713e-06,1,0.167326185356,0.00552486187845,1.19842e-05,9.04216e-06,8.6922e-06,0
8.56301e-06,6.18111e-06,1.87069e-06,1,0.157984848768,0.00552486187845,1.19751e-05,8.67935e-06,8.62562e-06,0
8.41345e-06,7.05648e-06,1.96874e-06,1,0.166422215026,0.00552486187845,1.19838e-05,9.02978e-06,8.68987e-06,0
8.43853e-06,8.07082e-06,2.35419e-06,1,0.179586589753,0.00552486187845,1.19964e-05,9.53246e-06,8.78217e-06,0
9.13838e-06,7.27711e-06,0.000124689,1,0.173360671282,0.00552486187845,1.19891e-05,9.23837e-06,5.80902e-05,0
1.07942e-05,5.29414e-06,2.33248e-06,1,0.162250352577,0.00552486187845,1.19747e-05,8.65834e-06,8.62185e-06,0
1.11493e-05,9.09725e-06,3.40161e-06,1,0.183164087715,0.00552486187845,1.19985e-05,9.61459e-06,8.79728e-06,0
8.08336e-06,9.54361e-06,9.38875e-06,1,0.190969365668,0.00552486187845,1.20181e-05,1.04081e-05,9.01456e-06,0
9.27492e-06,6.87537e-06,1.97405e-06,1,0.167326185356,0.00552486187845,1.19843e-05,9.04796e-06,8.69326e-06,0
9.49918e-06,3.86997e-06,1.67896e-06,1,0.133763052143,0.00552486187845,1.19572e-05,7.95548e-06,8.49292e-06,0
9.38106e-06,6.52337e-06,2.07284e-06,1,0.163865694118,0.00552486187845,1.19805e-05,8.89287e-06,8.66481e-06,0
1.07942e-05,5.29414e-06,2.33248e-06,1,0.162250352577,0.00552486187845,1.19747e-05,8.65834e-06,8.62185e-06,0
8.80914e-06,8.42874e-06,2.18857e-06,1,0.181508352452,0.00552486187845,1.20015e-05,9.73712e-06,8.81967e-06,0
8.37252e-06,6.36424e-06,1.31515e-05,1,0.15212179093,0.00552486187845,1.19722e-05,8.56783e-06,8.72472e-06,0
9.43914e-06,5.61122e-06,1.99365e-06,1,0.156695209839,0.00552486187845,1.19722e-05,8.55983e-06,8.60375e-06,0
9.09991e-06,1.01745e-05,5.99716e-06,1,0.181243051597,0.00552486187845,1.20139e-05,1.02513e-05,8.92663e-06,0
9.0142e-06,5.80534e-06,1.96103e-06,1,0.155922101736,0.00552486187845,1.19719e-05,8.54846e-06,8.60166e-06,0
1.10224e-05,5.79379e-06,2.71705e-06,1,0.168645748604,0.00552486187845,1.19805e-05,8.88957e-06,8.66428e-06,0
9.70767e-06,4.69264e-06,8.26524e-05,1,0.15446661782,0.00552486187845,1.19683e-05,8.40139e-06,3.20587e-05,1
9.72023e-06,5.40761e-06,1.85343e-06,1,0.156042054675,0.00552486187845,1.19711e-05,8.51768e-06,8.59601e-06,0
9.29685e-06,6.78738e-06,2.0522e-06,1,0.168721525394,0.00552486187845,1.19836e-05,9.01661e-06,8.68757e-06,0
8.68627e-06,7.16255e-06,9.51826e-06,1,0.158989701319,0.00552486187845,1.19795e-05,8.8625e-06,8.82037e-06,0
1.03889e-05,4.05314e-06,2.23578e-06,1,0.155411107384,0.00552486187845,1.19689e-05,8.42639e-06,8.5793e-06,0
8.94946e-06,5.70356e-06,9.27293e-06,1,0.158298865011,0.00552486187845,1.19724e-05,8.56657e-06,8.6287e-06,0
1.01138e-05,8.01488e-06,2.88031e-06,1,0.181642103382,0.00552486187845,1.19972e-05,9.56438e-06,8.78806e-06,0
8.51536e-06,4.84227e-06,3.50545e-05,1,0.139815773166,0.00552486187845,1.19605e-05,8.08882e-06,2.05987e-05,0
8.6019e-06,1.1049e-05,6.27444e-06,1,0.194050730812,0.00552486187845,1.20454e-05,1.15189e-05,9.16567e-06,0
8.38113e-06,7.60044e-06,2.06634e-06,1,0.172350844175,0.00552486187845,1.19963e-05,9.53596e-06,8.78259e-06,0
1.00995e-05,5.1281e-06,2.45858e-06,1,0.153016538874,0.00552486187845,1.19673e-05,8.36185e-06,8.56746e-06,0
9.04687e-06,5.49386e-06,1.87898e-06,1,0.153638879941,0.00552486187845,1.19698e-05,8.46429e-06,8.5862e-06,0
9.27492e-06,6.87537e-06,1.97405e-06,1,0.167326185356,0.00552486187845,1.19843e-05,9.04796e-06,8.69326e-06,0
1.08622e-05,1.09705e-05,2.97106e-06,1,0.19175691638,0.00552486187845,1.20145e-05,1.02573e-05,8.91514e-06,0
8.41345e-06,7.05648e-06,1.96874e-06,1,0.166422215026,0.00552486187845,1.19838e-05,9.02978e-06,8.68987e-06,0
8.84451e-06,5.96094e-06,1.84853e-06,1,0.16154265727,0.00552486187845,1.19754e-05,8.6877e-06,8.62721e-06,0
9.82784e-06,5.04464e-06,1.68917e-06,1,0.152154140286,0.00552486187845,1.19682e-05,8.39991e-06,8.5744e-06,0
8.7205e-06,8.98799e-06,1.00834e-05,1,0.189279091124,0.00552486187845,1.20122e-05,1.0166e-05,8.90508e-06,0
8.82416e-06,6.69705e-06,2.51641e-06,1,0.166219062012,0.00552486187845,1.20073e-05,9.03511e-06,8.70864e-06,0
1.02483e-05,4.36789e-06,2.29833e-06,1,0.161489254174,0.00552486187845,1.19736e-05,8.61362e-06,8.61366e-06,0
9.13423e-06,4.89611e-06,1.73702e-06,1,0.144975757624,0.00552486187845,1.19635e-05,8.20989e-06,8.53955e-06,0
8.7906e-06,1.11245e-05,2.70829e-06,1,0.206770411494,0.00552486187845,1.20711e-05,1.25353e-05,9.33287e-06,0
2.03699e-05,1.62393e-05,5.8184e-05,3,0.450201538396,0.0165745856354,1.20008e-05,9.71161e-06,2.09895e-05,0
8.84891e-06,7.0364e-06,2.35669e-06,1,0.173549302769,0.00552486187845,1.19892e-05,9.2416e-06,8.7288e-06,0
2.06196e-05,2.30239e-05,6.44523e-06,3,0.523964562381,0.0165745856354,1.20932e-05,1.34264e-05,9.49622e-06,0
8.65185e-06,6.27863e-06,1.79944e-06,1,0.157328990222,0.00552486187845,1.1974e-05,8.63332e-06,8.61717e-06,0
1.05365e-05,8.3172e-06,6.78196e-06,1,0.181375337569,0.00552486187845,1.1996e-05,9.51324e-06,8.77869e-06,0
9.01914e-06,8.98436e-06,2.3678e-06,1,0.190204637235,0.00552486187845,1.20125e-05,1.01764e-05,8.9003e-06,0
8.46912e-06,7.34904e-06,1.14288e-05,1,0.176694609485,0.00552486187845,1.19927e-05,9.3845e-06,8.8743e-06,0
8.43853e-06,8.07082e-06,2.35419e-06,1,0.179586589753,0.00552486187845,1.19964e-05,9.53246e-06,8.78217e-06,0
1.07942e-05,5.29414e-06,2.33248e-06,1,0.162250352577,0.00552486187845,1.19747e-05,8.65834e-06,8.62185e-06,0
8.21215e-06,8.32922e-06,2.19267e-06,1,0.18388845458,0.00552486187845,1.2007e-05,9.9593e-06,8.86039e-06,0
8.86855e-06,5.17216e-06,1.65153e-06,1,0.144722967556,0.00552486187845,1.19629e-05,8.18777e-06,8.53551e-06,0
9.11549e-06,6.1522e-06,1.80068e-06,1,0.15932082198,0.00552486187845,1.19746e-05,8.65879e-06,8.62187e-06,0
9.16287e-06,7.03264e-06,2.18378e-06,1,0.169573326802,0.00552486187845,1.19838e-05,9.02519e-06,8.6891e-06,0
8.55277e-06,8.14319e-06,2.17809e-06,1,0.180336880111,0.00552486187845,1.20014e-05,9.7365e-06,8.81952e-06,0
8.17104e-06,1.14498e-05,8.56372e-06,1,0.198277951356,0.00552486187845,1.20537e-05,1.18548e-05,9.22206e-06,0
2.16824e-05,1.94839e-05,1.1135e-05,3,0.486476670281,0.0165745856354,1.2038e-05,1.12111e-05,9.09145e-06,0
8.37252e-06,6.36424e-06,1.31515e-05,1,0.15212179093,0.00552486187845,1.19722e-05,8.56783e-06,8.72472e-06,0
8.7205e-06,8.98799e-06,1.00834e-05,1,0.189279091124,0.00552486187845,1.20122e-05,1.0166e-05,8.90508e-06,0
9.08853e-06,6.84074e-06,1.97713e-06,1,0.167326185356,0.00552486187845,1.19842e-05,9.04216e-06,8.6922e-06,0
9.41838e-06,5.49989e-06,1.95582e-06,1,0.150516503406,0.00552486187845,1.19679e-05,8.38914e-06,8.57242e-06,0
8.51536e-06,4.84227e-06,3.50545e-05,1,0.139815773166,0.00552486187845,1.19605e-05,8.08882e-06,2.05987e-05,0
8.88211e-06,6.68796e-06,1.88932e-06,1,0.164537490027,0.00552486187845,1.19815e-05,8.93692e-06,8.67285e-06,0
