@relation data

@attribute pr_all1 numeric
@attribute pr_root numeric
@attribute pr_high numeric
@attribute class {1,0}

@data
7.35235e-06, 5.15947e-06, 1.05804e-05, 0
7.52575e-06, 3.96174e-06, 1.07181e-05, 0
6.856e-06, 2.26208e-05, 4.38266e-06, 0
6.17737e-06, 3.01443e-06, 4.5084e-06, 0
6.00263e-06, 2.52536e-06, 4.43117e-06, 0
7.55222e-06, 6.52002e-06, 5.46593e-07, 0
9.72704e-06, 2.43107e-06, 3.6538e-06, 0
1.78348e-05, 9.79035e-06, 3.27456e-06, 1
7.98421e-06, 4.08937e-06, 8.30317e-06, 0
2.72406e-05, 9.94022e-05, 2.33606e-06, 0
6.26558e-06, 4.61458e-06, 2.4793e-05, 0
7.97956e-06, 2.52536e-06, 1.02845e-05, 0
7.54446e-06, 5.71316e-06, 1.6015e-06, 0
7.01546e-06, 7.67381e-06, 5.0334e-07, 0
6.58948e-06, 6.24916e-06, 1.16023e-06, 0
6.1085e-06, 3.99377e-06, 3.90008e-05, 0
6.22786e-06, 5.88629e-06, 2.33606e-06, 0
7.97956e-06, 2.52536e-06, 4.49905e-06, 0
6.19433e-06, 3.7878e-06, 4.16732e-05, 0
5.93498e-06, 4.53842e-06, 1.70245e-06, 0
6.07974e-06, 3.79776e-06, 8.83628e-06, 0
8.32604e-06, 4.52069e-06, 3.71926e-06, 0
6.39831e-06, 8.1486e-06, 4.78513e-06, 0
7.65294e-06, 4.05558e-06, 3.90008e-05, 0
6.07974e-06, 3.79776e-06, 7.40497e-06, 0
6.84293e-06, 6.11443e-06, 4.1614e-06, 0
7.80345e-06, 3.81662e-06, 7.13096e-06, 0
6.88204e-06, 4.93632e-06, 1.48596e-06, 0
7.57621e-06, 9.22265e-06, 3.90694e-06, 0
6.94776e-06, 4.97914e-06, 3.49769e-06, 0
7.03696e-06, 5.37016e-06, 3.06387e-06, 0
1.77518e-05, 1.47256e-05, 1.0979e-05, 0
8.32604e-06, 4.2294e-06, 3.54035e-06, 1
1.69598e-05, 4.52069e-06, 6.39777e-07, 0
1.21654e-05, 4.61156e-06, 5.21118e-07, 0
6.53344e-06, 4.88518e-06, 3.28083e-06, 0
1.64434e-05, 2.52536e-06, 2.33606e-06, 1
7.19523e-06, 4.74689e-06, 1.09039e-05, 0
6.92779e-06, 7.70302e-06, 1.88891e-05, 0
1.6259e-05, 1.38402e-05, 7.87033e-06, 1
7.52575e-06, 3.01443e-06, 5.08298e-06, 0
7.75215e-06, 4.01427e-06, 3.06387e-06, 0
1.49859e-05, 1.31185e-05, 2.12789e-05, 1
9.40735e-06, 2.05688e-06, 3.42254e-07, 0
7.2322e-06, 1.2481e-06, 5.46593e-07, 0
9.72704e-06, 2.43107e-06, 3.05256e-05, 0
0.000755853, 0.0013736, 0.000276576, 0
6.55451e-06, 3.93404e-06, 4.04042e-06, 0
7.2322e-06, 1.2481e-06, 2.51526e-07, 0
6.86309e-06, 8.3522e-06, 3.76823e-06, 0
7.12679e-06, 3.54391e-06, 5.25841e-06, 0
6.42986e-06, 3.95993e-06, 3.02101e-06, 1
6.55451e-06, 1.37228e-06, 2.8268e-06, 0
7.5966e-06, 7.96463e-06, 1.09962e-05, 0
7.40648e-06, 5.60999e-06, 3.72821e-06, 0
2.57724e-05, 1.71631e-05, 5.0713e-05, 1
6.80616e-06, 1.26736e-05, 2.22516e-06, 0
2.80143e-05, 1.10866e-05, 2.50496e-06, 0
7.56941e-06, 4.54727e-05, 9.39595e-06, 0
1.20964e-05, 2.43107e-06, 5.46593e-07, 1
6.26722e-06, 3.93134e-06, 4.93017e-06, 0
6.74148e-06, 3.51955e-06, 5.99553e-05, 0
7.42548e-06, 3.51955e-06, 1.53403e-06, 0
7.26119e-06, 6.85287e-06, 1.45472e-06, 0
6.15062e-06, 3.87843e-06, 1.26801e-06, 0
6.94776e-06, 4.97914e-06, 7.88808e-06, 0
7.5966e-06, 1.26736e-05, 3.90694e-06, 0
0.000955187, 0.00192902, 2.50496e-06, 0
6.74148e-06, 5.99186e-06, 0.000391852, 0
5.96641e-06, 4.68889e-06, 3.27456e-06, 0
6.36259e-06, 4.08463e-06, 0.000531614, 0
7.56161e-06, 7.53013e-06, 9.44324e-06, 0
7.52868e-06, 8.90253e-06, 7.32705e-06, 0
6.93902e-06, 6.17345e-06, 7.40497e-06, 0
6.76689e-06, 1.37228e-06, 2.97524e-07, 0
6.42986e-06, 9.54669e-06, 1.93184e-06, 1
7.65294e-06, 4.10888e-06, 2.51815e-07, 0
6.41459e-06, 4.05558e-06, 5.89844e-06, 0
1.08276e-05, 4.20006e-06, 3.71926e-06, 1
2.44353e-05, 1.97816e-05, 1.76548e-06, 1
7.97956e-06, 2.52536e-06, 5.43333e-05, 0
7.26119e-06, 6.85287e-06, 2.13563e-06, 0
7.52868e-06, 1.37228e-06, 1.45472e-06, 0
7.41622e-06, 4.09022e-06, 2.75981e-06, 1
4.5293e-05, 9.13299e-05, 1.86313e-05, 0
6.44051e-06, 3.32173e-06, 8.90732e-07, 0
7.27085e-06, 3.44576e-06, 2.999e-05, 1
5.86384e-06, 5.37611e-06, 4.47716e-06, 0
4.12669e-05, 2.43698e-05, 7.70875e-06, 1
5.98333e-06, 4.70581e-06, 1.1655e-06, 0
6.84028e-06, 5.70568e-06, 3.76784e-06, 0
7.34554e-06, 3.46158e-06, 3.11243e-06, 0
6.75914e-06, 6.43137e-06, 1.36356e-06, 0
7.26119e-06, 6.85287e-06, 3.10584e-06, 0
7.56002e-06, 6.14164e-06, 4.47716e-06, 0
9.03305e-06, 4.05562e-06, 7.609e-06, 0
8.20416e-06, 5.28318e-06, 1.11293e-06, 0
8.05322e-06, 4.14948e-06, 3.20672e-06, 0
6.59437e-06, 3.62708e-06, 2.51894e-06, 0
6.96531e-06, 4.10843e-06, 3.26788e-06, 0
7.42887e-06, 6.43137e-06, 1.36356e-06, 0
7.21582e-06, 3.9946e-06, 2.94709e-06, 0
7.21582e-06, 3.9946e-06, 2.94709e-06, 1
6.87327e-06, 7.13911e-06, 1.52743e-06, 0
2.51342e-05, 5.02351e-06, 4.20656e-06, 1
7.34554e-06, 2.65465e-06, 5.21118e-07, 1
6.30653e-06, 3.8659e-06, 5.43578e-06, 0
8.05322e-06, 4.2294e-06, 9.97651e-07, 0
6.58259e-06, 3.46158e-06, 9.97651e-07, 0
7.57621e-06, 1.83325e-05, 3.22122e-05, 0
1.21654e-05, 9.22265e-06, 1.88825e-06, 0
7.98421e-06, 4.62514e-06, 1.0304e-06, 0
8.7218e-06, 6.79974e-06, 2.20451e-06, 0
5.86112e-06, 4.29508e-06, 7.07911e-06, 0
6.36259e-06, 4.08463e-06, 7.21783e-06, 0
5.90509e-06, 3.82513e-06, 5.35179e-06, 1
6.1085e-06, 4.7346e-06, 5.43578e-06, 0
7.10722e-06, 3.62629e-06, 2.95929e-06, 1
7.88156e-06, 3.7878e-06, 3.27293e-06, 0
6.6581e-06, 3.24945e-06, 3.64026e-06, 1
6.30653e-06, 3.8659e-06, 1.9426e-06, 0
1.04753e-05, 8.22722e-06, 8.83628e-06, 1
7.20997e-06, 1.61579e-05, 3.1796e-06, 0
7.19096e-06, 7.13809e-06, 3.04213e-06, 0
6.96531e-06, 3.23432e-06, 2.29217e-06, 0
7.03696e-06, 4.10843e-06, 3.26788e-06, 0
6.89838e-06, 9.95225e-06, 2.06409e-06, 0
6.58948e-06, 6.24916e-06, 6.54161e-06, 0
7.45446e-06, 3.68221e-06, 2.60662e-06, 0
8.38779e-06, 6.21262e-06, 1.50118e-06, 0
6.70942e-06, 5.67542e-06, 5.25707e-05, 0
7.80206e-06, 2.88082e-06, 2.8268e-06, 0
6.46345e-06, 4.29044e-06, 3.6538e-06, 0
6.94776e-06, 4.97914e-06, 1.75627e-06, 0
6.75615e-06, 4.08937e-06, 3.90694e-06, 0
5.96364e-05, 1.12764e-05, 1.71326e-05, 0
6.99384e-06, 3.23432e-06, 6.13758e-06, 0
7.07273e-06, 8.19555e-06, 3.41079e-06, 0
6.7396e-06, 6.59816e-06, 2.51526e-07, 0
7.12679e-06, 4.47865e-06, 4.56478e-06, 0
8.69051e-06, 8.20311e-06, 1.20489e-05, 0
6.31138e-06, 5.12196e-06, 1.05569e-06, 0
7.34624e-06, 5.44168e-06, 1.17635e-06, 0
8.69051e-06, 4.62514e-06, 1.0304e-06, 0
8.7218e-06, 5.12196e-06, 1.05569e-06, 0
5.97868e-06, 4.62514e-06, 1.0304e-06, 0
7.52575e-06, 4.58906e-06, 2.96428e-06, 0
6.39831e-06, 4.52069e-06, 3.54035e-06, 0
8.12928e-06, 5.10565e-06, 5.82726e-06, 0
0.000853473, 0.00115111, 0.000642984, 1
7.0293e-06, 5.15995e-06, 3.19637e-06, 0
7.27085e-06, 3.44576e-06, 3.0765e-06, 0
7.52575e-06, 6.35979e-06, 4.5084e-06, 0
7.2322e-06, 1.2481e-06, 2.51526e-07, 0
7.40007e-06, 5.31523e-06, 3.11243e-06, 0
8.02485e-06, 4.85063e-06, 2.16676e-06, 0
6.74348e-06, 3.57782e-06, 4.1614e-06, 0
6.53559e-06, 3.62708e-06, 1.83394e-06, 0
6.83453e-06, 1.40656e-06, 6.13167e-06, 0
6.44051e-06, 3.32173e-06, 2.69593e-07, 0
6.52303e-06, 3.79776e-06, 6.69535e-06, 0
0.000126876, 0.000138433, 0.000327795, 0
8.23499e-06, 5.54599e-06, 5.69252e-06, 0
6.88861e-06, 4.05558e-06, 3.60394e-05, 0
9.72704e-06, 7.66043e-06, 5.46593e-07, 0
6.96578e-06, 4.6989e-06, 3.27456e-06, 0
6.26722e-06, 3.93134e-06, 4.93017e-06, 0
0.00116603, 0.00118822, 0.000794019, 0
7.34324e-06, 5.25081e-06, 2.9158e-06, 0
7.42548e-06, 5.99186e-06, 4.16732e-05, 0
8.31895e-06, 5.44168e-06, 1.28572e-06, 0
7.52868e-06, 1.37228e-06, 1.17635e-06, 0
8.05322e-06, 4.92281e-06, 1.19914e-06, 0
6.53344e-06, 4.88518e-06, 9.59072e-06, 1
6.75417e-06, 6.91189e-06, 6.02655e-06, 0
6.96531e-06, 4.10843e-06, 4.20656e-06, 0
1.3771e-05, 6.35979e-06, 6.39329e-06, 0
6.80616e-06, 1.10866e-05, 2.22516e-06, 0
6.75417e-06, 6.91189e-06, 2.60662e-06, 0
7.40007e-06, 5.31523e-06, 2.62829e-06, 1
6.54648e-06, 3.98505e-06, 3.11243e-06, 0
7.42887e-06, 6.43137e-06, 6.13167e-06, 0
7.52575e-06, 3.01443e-06, 1.05569e-06, 0
7.02711e-06, 5.25055e-06, 4.5084e-06, 0
6.6254e-06, 5.9402e-06, 6.74156e-06, 0
7.10456e-06, 9.3983e-06, 3.43096e-06, 0
7.52868e-06, 1.37228e-06, 1.90723e-06, 0
7.65652e-06, 1.06731e-05, 5.08298e-06, 0
6.36259e-06, 4.08463e-06, 2.13317e-06, 0
6.82523e-06, 5.02351e-06, 4.20656e-06, 0
7.52575e-06, 3.01443e-06, 3.25593e-06, 1
6.44051e-06, 3.32173e-06, 4.5084e-06, 1
7.19523e-06, 5.55817e-06, 5.48049e-06, 0
8.7218e-06, 6.79974e-06, 1.89495e-06, 1
7.11834e-06, 7.52078e-06, 3.42254e-07, 0
1.12155e-05, 8.72508e-06, 1.58176e-06, 0
6.87327e-06, 7.13911e-06, 3.28083e-06, 0
7.22001e-06, 4.74689e-06, 8.66974e-06, 0
7.90907e-06, 1.04528e-05, 1.52743e-06, 0
7.45446e-06, 4.85063e-06, 2.16676e-06, 0
7.35235e-06, 5.66555e-06, 2.51894e-06, 0
7.52575e-06, 4.70581e-06, 8.23571e-06, 1
6.6254e-06, 3.01443e-06, 4.5084e-06, 0
7.49177e-06, 5.99186e-06, 1.26801e-06, 0
5.93805e-06, 3.5737e-06, 3.10222e-06, 1
8.51846e-06, 4.17024e-06, 2.62829e-06, 0
6.50073e-06, 5.15947e-06, 8.35293e-06, 0
6.30653e-06, 7.82593e-06, 3.62059e-06, 0
6.53559e-06, 1.02304e-05, 6.54161e-06, 0
7.16044e-06, 5.43166e-05, 1.17327e-05, 0
9.03305e-06, 1.37228e-06, 2.51815e-07, 0
6.58948e-06, 3.62708e-06, 5.95067e-06, 0
6.98455e-06, 6.24916e-06, 1.9128e-06, 0
7.75215e-06, 4.85063e-06, 2.16676e-06, 0
8.12928e-06, 4.01427e-06, 5.08298e-06, 0
6.01849e-06, 5.9402e-06, 4.76883e-06, 0
6.16722e-06, 5.01724e-06, 7.19276e-06, 0
7.52868e-06, 1.37228e-06, 2.51815e-07, 0
7.02711e-06, 4.90087e-06, 7.63754e-06, 0
7.1204e-06, 7.41931e-06, 1.55964e-06, 0
1.89903e-05, 1.80263e-05, 3.94981e-06, 0
6.08553e-06, 6.46306e-06, 6.60351e-06, 0
7.97956e-06, 2.52536e-06, 2.33606e-06, 0
8.7218e-06, 5.25055e-06, 2.20451e-06, 0
6.35601e-06, 6.79974e-06, 6.74156e-06, 0
7.97956e-06, 2.52536e-06, 2.33606e-06, 0
6.4014e-06, 2.88082e-06, 2.8268e-06, 0
7.20054e-06, 4.93894e-06, 7.87231e-06, 0
6.39831e-06, 5.10565e-06, 5.82726e-06, 0
6.46345e-06, 4.29044e-06, 4.76533e-06, 0
8.69051e-06, 5.12196e-06, 1.05569e-06, 0
6.04762e-06, 7.60406e-06, 1.18676e-05, 0
7.57621e-06, 9.22265e-06, 1.88825e-06, 0
7.97956e-06, 2.52536e-06, 2.33606e-06, 0
7.80206e-06, 2.88082e-06, 1.45552e-06, 0
7.28581e-06, 4.42821e-06, 2.8268e-06, 0
6.74504e-06, 1.23389e-05, 7.68647e-06, 0
6.1085e-06, 3.7878e-06, 4.18181e-06, 0
6.30653e-06, 6.74985e-06, 8.83628e-06, 0
7.75274e-06, 5.45093e-06, 3.40925e-06, 1
7.88927e-06, 5.65793e-06, 3.37329e-06, 0
7.12679e-06, 3.54391e-06, 5.25841e-06, 0
2.25004e-05, 1.57623e-05, 2.14681e-05, 1
2.68514e-05, 4.79374e-06, 3.73957e-06, 0
7.65603e-06, 3.70507e-06, 3.63235e-06, 0
8.12928e-06, 4.62514e-06, 1.0304e-06, 0
6.84965e-06, 4.21677e-05, 7.62116e-06, 0
8.12928e-06, 4.62514e-06, 2.05059e-06, 0
6.70931e-06, 9.99573e-06, 2.8268e-06, 0
7.80206e-06, 2.88082e-06, 6.912e-06, 0
6.2866e-06, 4.09022e-06, 8.86156e-06, 0
5.92749e-06, 4.06831e-06, 1.08146e-05, 0
6.17525e-06, 6.96606e-06, 7.36313e-06, 0
6.8309e-06, 1.86399e-05, 1.30002e-05, 0
7.45446e-06, 7.54574e-06, 7.86218e-06, 0
5.88008e-06, 4.73659e-06, 4.88116e-06, 0
3.92234e-05, 4.39302e-06, 7.73933e-06, 1
6.64326e-06, 5.12196e-06, 1.45472e-06, 0
6.7729e-06, 6.85287e-06, 2.16676e-06, 0
6.84965e-06, 9.19289e-06, 1.87096e-06, 0
7.41298e-06, 4.79374e-06, 3.73957e-06, 0
7.80206e-06, 4.29044e-06, 4.76533e-06, 0
8.20416e-06, 8.10403e-06, 3.18839e-06, 0
6.96531e-06, 4.14948e-06, 3.20672e-06, 0
9.72704e-06, 4.10843e-06, 3.26788e-06, 0
4.23315e-05, 2.43107e-06, 5.46593e-07, 1
7.38332e-06, 3.5618e-05, 4.42299e-05, 0
6.46345e-06, 3.81662e-06, 4.78513e-06, 0
9.05022e-06, 1.5978e-05, 2.97534e-06, 0
8.20416e-06, 4.14948e-06, 3.20672e-06, 1
7.1204e-06, 7.41931e-06, 1.55964e-06, 0
6.97453e-06, 3.594e-06, 4.29998e-06, 0
7.07914e-06, 8.29643e-06, 1.72218e-06, 0
7.88156e-06, 3.24945e-06, 3.27293e-06, 0
7.56002e-06, 3.23432e-06, 2.87442e-06, 0
7.071e-06, 3.58989e-06, 3.23777e-06, 0
6.95777e-06, 7.11153e-06, 2.08171e-06, 0
6.02628e-06, 4.3989e-06, 7.68647e-06, 0
8.7218e-06, 6.79974e-06, 2.20451e-06, 0
7.52575e-06, 3.01443e-06, 4.5084e-06, 0
6.76689e-06, 3.62629e-06, 9.35536e-06, 0
1.16316e-05, 9.63598e-06, 1.93184e-06, 0
6.97453e-06, 3.58989e-06, 7.8327e-06, 0
1.16577e-05, 8.57148e-06, 4.1614e-06, 1
7.65652e-06, 3.99377e-06, 4.5084e-06, 0
6.97453e-06, 1.06738e-05, 2.13317e-06, 0
7.19523e-06, 3.93404e-06, 1.83394e-06, 0
9.72704e-06, 3.01443e-06, 5.46593e-07, 0
6.6822e-06, 2.43107e-06, 2.63349e-06, 0
6.21765e-06, 4.79374e-06, 9.30136e-06, 1
7.97956e-06, 9.17968e-06, 2.33606e-06, 0
5.26416e-05, 2.52536e-06, 3.62115e-05, 1
1.0835e-05, 4.92281e-06, 1.19914e-06, 0
9.04693e-06, 4.53906e-06, 4.04042e-06, 0
6.58259e-06, 3.81662e-06, 4.78513e-06, 1
6.89912e-06, 3.52467e-06, 9.97651e-07, 0
9.11515e-06, 2.43107e-06, 5.46593e-07, 1
6.53559e-06, 3.89608e-06, 6.02366e-06, 0
6.84965e-06, 3.70507e-06, 3.63235e-06, 0
5.96641e-06, 4.68889e-06, 5.47224e-06, 0
7.99503e-06, 4.79374e-06, 3.73957e-06, 0
1.05086e-05, 7.05815e-06, 1.4916e-06, 0
6.42986e-06, 7.45745e-06, 1.11503e-05, 0
6.88204e-06, 4.10888e-06, 5.89844e-06, 1
6.10021e-06, 4.93632e-06, 7.13096e-06, 0
6.31138e-06, 4.05562e-06, 7.609e-06, 0
1.77927e-05, 3.44576e-06, 8.356e-06, 0
6.44051e-06, 4.02694e-06, 7.72933e-07, 0
7.80206e-06, 4.26582e-06, 1.05569e-06, 0
5.9468e-06, 2.88082e-06, 4.76883e-06, 0
7.27085e-06, 4.11834e-06, 2.8268e-06, 1
6.44051e-06, 3.74706e-06, 3.10222e-06, 1
1.91864e-05, 3.87843e-06, 2.33606e-06, 0
7.57621e-06, 1.74238e-05, 1.65781e-06, 0
6.92779e-06, 2.52536e-06, 3.82403e-06, 0
7.29244e-06, 4.89884e-06, 1.60358e-06, 0
1.01985e-05, 1.47235e-05, 1.75627e-06, 0
1.19593e-05, 7.19553e-06, 8.20618e-06, 0
7.27972e-06, 8.46271e-06, 1.72304e-05, 1
0.00206662, 7.80207e-06, 1.39193e-05, 0
6.02555e-06, 5.1836e-06, 9.44324e-06, 0
7.20167e-06, 8.11116e-06, 7.87033e-06, 0
5.86818e-06, 6.72242e-06, 3.73957e-06, 0
6.85782e-06, 8.00764e-06, 4.32467e-06, 1
7.26119e-06, 4.90087e-06, 7.63754e-06, 0
6.84293e-06, 6.85287e-06, 1.45472e-06, 0
6.39831e-06, 6.11443e-06, 3.38768e-06, 0
6.61074e-06, 5.10565e-06, 5.82726e-06, 0
7.38332e-06, 1.10838e-05, 2.22716e-06, 0
6.27548e-06, 7.09401e-06, 1.11293e-06, 0
6.02555e-06, 2.29947e-05, 5.01689e-06, 0
7.90907e-06, 4.2294e-06, 9.97651e-07, 0
6.84326e-06, 4.92281e-06, 1.19914e-06, 0
6.23839e-06, 4.02369e-06, 4.01189e-06, 0
6.74348e-06, 3.52467e-06, 2.11429e-06, 0
6.27548e-06, 2.43107e-06, 5.01689e-06, 0
7.50664e-06, 3.89608e-06, 8.83628e-06, 0
7.97956e-06, 6.79555e-06, 2.88088e-06, 0
6.89912e-06, 1.2481e-06, 2.51526e-07, 0
5.93548e-06, 1.91019e-06, 2.97524e-07, 0
1.11372e-05, 3.99377e-06, 3.59124e-06, 1
7.20167e-06, 1.04817e-05, 2.13024e-06, 0
6.5434e-06, 4.7346e-06, 3.64026e-06, 0
6.27548e-06, 3.7878e-06, 5.08298e-06, 1
6.15979e-06, 8.67543e-06, 7.0529e-06, 0
8.51846e-06, 4.30778e-06, 7.37946e-06, 0
9.45377e-06, 3.44576e-06, 3.0765e-06, 0
6.52303e-06, 5.66555e-06, 2.51894e-06, 0
0.00136261, 5.9402e-06, 3.43096e-06, 1
9.11515e-06, 1.91019e-06, 0.000692594, 0
7.52575e-06, 0.001235, 2.97524e-07, 0
7.10456e-06, 3.01443e-06, 4.5084e-06, 0
6.26558e-06, 9.3983e-06, 1.90723e-06, 0
6.02555e-06, 4.61458e-06, 2.97524e-07, 0
6.57261e-06, 4.10549e-06, 3.15995e-06, 0
6.13238e-06, 3.76661e-06, 2.87442e-06, 0
7.20216e-06, 3.23432e-06, 3.54035e-06, 0
6.53559e-06, 4.52069e-06, 8.47256e-06, 0
7.28581e-06, 3.62708e-06, 4.68182e-06, 0
8.05322e-06, 3.67521e-06, 9.97651e-07, 0
6.97453e-06, 5.21254e-06, 2.06409e-06, 0
7.11834e-06, 4.2294e-06, 1.58176e-06, 0
7.55222e-06, 3.74706e-06, 4.43117e-06, 0
6.13198e-06, 3.58989e-06, 8.83628e-06, 0
7.42887e-06, 9.95225e-06, 1.36356e-06, 0
6.78135e-05, 6.43137e-06, 0.00015469, 1
6.5434e-06, 5.21254e-06, 4.29998e-06, 0
6.20019e-06, 3.594e-06, 3.05256e-05, 0
7.88156e-06, 4.20006e-06, 3.27293e-06, 0
6.66201e-06, 3.24945e-06, 1.53403e-06, 0
7.79972e-06, 1.05073e-05, 7.32705e-06, 0
6.89912e-06, 6.14164e-06, 4.82293e-05, 1
6.84326e-06, 3.89608e-06, 6.02366e-06, 0
6.89912e-06, 3.76661e-06, 6.02366e-06, 0
6.31811e-06, 4.02369e-06, 4.01189e-06, 0
7.52575e-06, 4.3387e-06, 6.04934e-06, 0
6.57261e-06, 3.89608e-06, 7.50486e-06, 0
1.27525e-05, 1.10885e-05, 7.62116e-06, 1
7.27085e-06, 9.01519e-06, 5.74237e-06, 1
5.98965e-06, 3.44576e-06, 3.0765e-06, 1
7.80206e-06, 7.22508e-06, 8.17196e-06, 0
7.97956e-06, 2.88082e-06, 2.8268e-06, 0
6.84965e-06, 2.52536e-06, 2.33606e-06, 0
6.44051e-06, 4.18713e-06, 2.999e-05, 0
6.83453e-06, 3.32173e-06, 8.47256e-06, 0
7.20167e-06, 5.55798e-06, 7.21783e-06, 0
8.20416e-06, 1.37228e-06, 2.51815e-07, 1
7.98421e-06, 9.94721e-06, 1.9941e-06, 1
6.30352e-06, 5.88629e-06, 4.41391e-06, 0
9.40735e-06, 3.95993e-06, 3.02101e-06, 0
7.48217e-06, 2.05688e-06, 3.42254e-07, 0
5.76358e-06, 5.63578e-06, 7.0529e-06, 0
6.84965e-06, 4.79374e-06, 8.20568e-06, 0
7.10722e-06, 9.13386e-06, 6.05112e-06, 0
7.3727e-06, 9.26531e-06, 7.91964e-06, 0
1.23459e-05, 3.62629e-06, 5.01689e-06, 1
8.05322e-06, 4.10888e-06, 5.89844e-06, 0
7.67077e-06, 5.217e-06, 7.88259e-06, 0
6.6946e-06, 7.13809e-06, 6.69535e-06, 0
6.881e-06, 4.58906e-06, 2.32286e-06, 0
7.67077e-06, 1.10866e-05, 1.80312e-06, 0
6.67518e-06, 6.74985e-06, 2.22516e-06, 0
7.27972e-06, 1.15757e-05, 1.45552e-06, 1
9.11515e-06, 5.84684e-06, 2.96428e-06, 0
7.19523e-06, 4.74689e-06, 1.16023e-06, 1
6.74348e-06, 3.57782e-06, 3.28083e-06, 0
8.38779e-06, 8.65137e-06, 4.1614e-06, 0
7.53815e-06, 6.21262e-06, 1.50118e-06, 0
6.58259e-06, 1.91019e-06, 2.97524e-07, 0
7.52575e-06, 5.1836e-06, 9.44324e-06, 0
6.50073e-06, 4.97914e-06, 3.90694e-06, 0
6.84293e-06, 3.58989e-06, 4.47716e-06, 0
7.10185e-06, 5.67406e-06, 6.69535e-06, 0
7.19096e-06, 5.25509e-06, 2.94094e-06, 0
6.95388e-06, 7.13809e-06, 3.04213e-06, 0
7.11341e-06, 4.3387e-06, 6.04934e-06, 0
6.66345e-06, 4.05225e-06, 6.13758e-06, 0
6.74148e-06, 3.87843e-06, 8.0586e-06, 0
6.10342e-06, 3.51955e-06, 5.99553e-05, 1
6.59437e-06, 4.71955e-06, 1.48838e-06, 0
6.75417e-06, 4.10158e-06, 7.36313e-06, 0
6.44051e-06, 8.66914e-06, 3.41931e-06, 0
7.14864e-06, 9.51643e-06, 3.76784e-06, 0
8.20027e-06, 3.89608e-06, 6.85777e-05, 0
8.69051e-06, 8.32793e-06, 7.17276e-06, 0
7.20054e-06, 5.12196e-06, 1.74073e-06, 0
9.72704e-06, 5.44168e-06, 3.09615e-06, 0
6.89912e-06, 3.34966e-05, 1.17635e-06, 0
0.00064532, 6.94503e-06, 5.46593e-07, 0
6.07974e-06, 0.00151994, 6.02366e-06, 0
7.80206e-06, 5.74875e-06, 1.50118e-06, 0
7.41181e-06, 3.79776e-06, 0.000305714, 0
7.10722e-06, 6.14961e-06, 3.90008e-05, 0
7.25119e-06, 3.62629e-06, 1.31007e-06, 0
7.52868e-06, 3.52504e-06, 2.95929e-06, 0
7.90907e-06, 2.88082e-06, 2.75981e-06, 0
8.38779e-06, 3.7878e-06, 1.19914e-06, 0
6.65558e-06, 6.21262e-06, 8.83628e-06, 0
7.52868e-06, 1.37228e-06, 4.59644e-06, 0
6.52303e-06, 7.05883e-06, 1.48596e-06, 0
8.69051e-06, 5.12196e-06, 4.38266e-06, 0
9.72704e-06, 2.43107e-06, 1.05569e-06, 0
7.56941e-06, 5.67406e-06, 5.35179e-06, 0
9.24829e-05, 8.12702e-05, 0.000120715, 1
7.19096e-06, 3.93134e-06, 3.04213e-06, 0
1.83106e-05, 7.02747e-06, 1.23475e-05, 1
6.53344e-06, 4.88518e-06, 6.02655e-06, 0
6.66345e-06, 4.99811e-06, 4.43117e-06, 0
7.41181e-06, 6.14961e-06, 6.13758e-06, 0
7.52575e-06, 3.01443e-06, 1.31007e-06, 1
7.52575e-06, 4.02369e-06, 4.01189e-06, 0
8.69051e-06, 5.12196e-06, 1.05569e-06, 0
1.71314e-05, 1.08555e-05, 2.97524e-07, 1
9.45377e-06, 1.91019e-06, 7.19276e-06, 0
7.77678e-06, 7.33042e-06, 5.46593e-07, 0
9.72704e-06, 2.43107e-06, 2.64041e-06, 0
8.19385e-06, 3.52467e-06, 1.99593e-06, 0
7.80206e-06, 2.88082e-06, 2.8268e-06, 0
6.17525e-06, 6.74985e-06, 8.55339e-05, 0
5.9468e-06, 2.29141e-05, 1.11293e-06, 0
7.48288e-06, 5.33022e-06, 2.91985e-06, 0
7.5966e-06, 1.26736e-05, 2.69473e-06, 0
9.72704e-06, 8.25682e-06, 1.15103e-05, 0
7.05969e-06, 2.43107e-06, 5.46593e-07, 0
1.10931e-05, 1.14255e-05, 1.00687e-05, 0
7.67077e-06, 6.74985e-06, 2.16676e-06, 0
6.07974e-06, 3.79776e-06, 3.90008e-05, 0
7.06785e-06, 7.56924e-06, 3.24778e-06, 0
9.40735e-06, 2.05688e-06, 1.45552e-06, 0
1.69688e-05, 2.70265e-05, 3.42254e-07, 0
8.20416e-06, 4.14948e-06, 5.57878e-06, 0
7.56161e-06, 7.53013e-06, 3.20672e-06, 0
8.02485e-06, 4.85063e-06, 1.65781e-06, 0
7.97956e-06, 2.52536e-06, 2.33606e-06, 0
7.88156e-06, 4.10503e-06, 8.90732e-07, 0
9.04693e-06, 2.77884e-06, 7.88808e-06, 0
6.15062e-06, 3.87843e-06, 9.97651e-07, 0
8.05322e-06, 4.2294e-06, 1.1269e-06, 0
6.35601e-06, 4.90087e-06, 7.63754e-06, 0
7.13448e-06, 5.54267e-06, 3.2777e-06, 0
1.05502e-05, 7.81018e-06, 1.30549e-05, 0
1.7765e-05, 2.34476e-05, 4.9499e-06, 0
