@relation data

@attribute pr_all1 numeric
@attribute pr_root numeric
@attribute pr_high numeric
@attribute common numeric
@attribute adamic numeric
@attribute jaccards numeric
@attribute class {1,0}

@data
7.34624e-06, 9.88707e-06, 1.99593e-06, 1, 0.145045194492, 0.00280112044818, 0
6.26722e-06, 3.93134e-06, 4.93017e-06, 1, 0.167902793404, 0.00280112044818, 0
1.31156e-05, 1.44962e-05, 3.00314e-06, 1, 0.171576213133, 0.00280112044818, 0
8.23499e-06, 1.05073e-05, 1.1655e-06, 1, 0.137075193667, 0.00280112044818, 0
6.46345e-06, 5.55817e-06, 4.76533e-06, 2, 0.311867702014, 0.00280112044818, 0
1.04355e-05, 4.29044e-06, 3.38768e-06, 1, 0.162211633012, 0.00560224089636, 1
7.90907e-06, 2.05688e-06, 3.42254e-07, 1, 0.143289349287, 0.00280112044818, 0
6.77404e-06, 4.92281e-06, 1.19914e-06, 2, 0.279270535936, 0.00280112044818, 0
7.97956e-06, 9.78825e-06, 2.33606e-06, 1, 0.139235335281, 0.00280112044818, 0
7.05969e-06, 2.52536e-06, 2.91985e-06, 1, 0.178406715018, 0.00280112044818, 0
5.99996e-05, 5.33022e-06, 0.000168205, 1, 0.126267666609, 0.00280112044818, 1
8.12928e-06, 6.3031e-05, 1.0304e-06, 1, 0.148022225891, 0.00280112044818, 0
9.04693e-06, 4.62514e-06, 2.13563e-06, 14, 2.0243707915, 0.00280112044818, 0
7.28581e-06, 2.88082e-06, 2.8268e-06, 1, 0.142980485436, 0.00280112044818, 0
7.27847e-06, 5.44168e-06, 1.17635e-06, 1, 0.143979761105, 0.00280112044818, 0
1.10343e-05, 8.77555e-06, 1.79543e-06, 1, 0.151382071392, 0.00280112044818, 1
9.40735e-06, 4.18713e-06, 5.47224e-06, 2, 0.286674749721, 0.00280112044818, 0
6.5434e-06, 3.9946e-06, 4.29998e-06, 1, 0.137249555521, 0.00280112044818, 0
6.30653e-06, 2.05688e-06, 3.42254e-07, 1, 0.136364635021, 0.00560224089636, 0
9.72704e-06, 3.8659e-06, 5.43578e-06, 1, 0.129389061121, 0.00280112044818, 0
5.93805e-06, 5.65793e-06, 3.37329e-06, 1, 0.145045194492, 0.00280112044818, 0
8.19385e-06, 4.17024e-06, 8.35293e-06, 1, 0.158274930038, 0.00280112044818, 0
9.72704e-06, 1.37228e-06, 2.51815e-07, 1, 0.160211555769, 0.00560224089636, 0
0.000136658, 3.01443e-06, 4.5084e-06, 1, 0.162977974303, 0.00280112044818, 0
7.91187e-06, 2.43107e-06, 1.78651e-06, 1, 0.132109446402, 0.00280112044818, 0
7.54446e-06, 6.74985e-06, 5.46593e-07, 1, 0.125548011647, 0.00280112044818, 0
7.52868e-06, 9.60945e-06, 7.48291e-06, 1, 0.153246067258, 0.00280112044818, 0
6.94776e-06, 5.71316e-06, 4.79796e-06, 2, 0.300909754338, 0.00280112044818, 0
6.89973e-06, 4.7985e-06, 1.85698e-06, 1, 0.189019500315, 0.00280112044818, 0
6.87327e-06, 8.9709e-06, 2.51239e-06, 1, 0.14954444225, 0.00280112044818, 0
6.44051e-06, 4.02921e-05, 0.00021837, 1, 0.14954444225, 0.00280112044818, 0
7.99503e-06, 1.91019e-06, 2.97524e-07, 0, 0.140100622008, 0.00280112044818, 0
7.2322e-06, 3.99377e-06, 1.4916e-06, 1, 0.132084989951, 0.00280112044818, 0
7.26486e-06, 3.67521e-06, 2.51526e-07, 1, 0.118901156916, 0.00280112044818, 0
9.45377e-06, 7.05815e-06, 0.000463662, 1, 0.133689043123, 0.00280112044818, 0
7.10185e-06, 5.25509e-06, 2.94094e-06, 1, 0, 0.0, 0
7.61655e-06, 6.95333e-06, 1.47389e-06, 2, 0.149927714085, 0.00280112044818, 0
9.72704e-06, 3.76661e-06, 5.46593e-07, 1, 0.132109446402, 0.00280112044818, 0
6.856e-06, 2.43107e-06, 5.02081e-06, 1, 0.139235335281, 0.00280112044818, 0
8.38779e-06, 6.21262e-06, 3.71926e-06, 1, 0.132109446402, 0.00280112044818, 0
7.65294e-06, 4.05558e-06, 7.62116e-06, 1, 0.146309830436, 0.00280112044818, 0
7.48288e-06, 4.65381e-06, 2.69473e-06, 1, 0.155536824074, 0.00280112044818, 0
1.59668e-05, 1.3483e-05, 1.8936e-05, 1, 0.150478969346, 0.00280112044818, 1
7.56002e-06, 1.58897e-05, 3.63235e-06, 1, 0.451613048862, 0.00840336134454, 1
6.97453e-06, 3.58989e-06, 4.47716e-06, 1, 0.143979761105, 0.00280112044818, 1
6.7729e-06, 9.19289e-06, 1.87096e-06, 1, 0.14070589272, 0.00280112044818, 0
6.97453e-06, 3.58989e-06, 4.47716e-06, 1, 0.159026325555, 0.00280112044818, 0
6.84326e-06, 3.34867e-05, 0.000101645, 5, 0.14075004962, 0.00280112044818, 0
6.94776e-06, 4.97914e-06, 3.90694e-06, 1, 0.118901156916, 0.00280112044818, 1
6.96578e-06, 4.6989e-06, 3.27456e-06, 1, 0.142528164241, 0.00280112044818, 0
4.70006e-05, 1.97116e-05, 3.5701e-05, 1, 0.145456010998, 0.00280112044818, 1
3.9636e-05, 4.04971e-05, 9.89051e-05, 1, 1.23384020453, 0.0252100840336, 1
6.72914e-06, 5.15947e-06, 4.79796e-06, 1, 0.143551383204, 0.00280112044818, 0
1.7076e-05, 1.64216e-05, 1.17106e-05, 2, 0.149927714085, 0.00280112044818, 1
6.38007e-06, 4.52069e-06, 3.54035e-06, 1, 0.171812993706, 0.00280112044818, 0
7.97956e-06, 2.52536e-06, 2.33606e-06, 1, 0.283903616464, 0.00560224089636, 0
1.21654e-05, 2.65465e-06, 5.21118e-07, 1, 0.186238888518, 0.00280112044818, 0
6.79273e-06, 8.50237e-06, 3.59124e-06, 1, 0.247588211146, 0.00560224089636, 0
7.41622e-06, 5.23425e-06, 1.85698e-06, 1, 0.150559167619, 0.00280112044818, 0
6.70942e-06, 3.32173e-06, 7.87033e-06, 1, 4.24994365948, 0.0518518518519, 0
7.50664e-06, 6.79555e-06, 4.07522e-06, 1, 0.162211633012, 0.00280112044818, 0
7.21582e-06, 3.9946e-06, 1.1655e-06, 1, 0.161043921411, 0.00280112044818, 0
0.0011279, 0.00138972, 2.94709e-06, 1, 0.166005948581, 0.00280112044818, 0
7.98421e-06, 4.08937e-06, 0.0020693, 1, 0.158030905366, 0.00280112044818, 0
6.02555e-06, 4.10549e-06, 3.44249e-06, 1, 0.146123110929, 0.00280112044818, 0
6.44051e-06, 5.67542e-06, 3.6538e-06, 28, 0.145045194492, 0.00280112044818, 0
7.65652e-06, 1.06731e-05, 2.999e-05, 1, 0.148301872645, 0.00280112044818, 0
6.97453e-06, 3.58989e-06, 3.42254e-07, 1, 0.126732928317, 0.00280112044818, 0
8.12928e-06, 4.71955e-06, 3.54035e-06, 1, 0.171576213133, 0.00280112044818, 0
7.34324e-06, 5.25081e-06, 4.47716e-06, 1, 0.175990303643, 0.00280112044818, 0
8.05322e-06, 4.2294e-06, 1.0304e-06, 1, 0.129899347875, 0.00280112044818, 0
8.32604e-06, 2.43107e-06, 2.13939e-06, 1, 0.130714186195, 0.00280112044818, 1
6.59437e-06, 4.52069e-06, 5.46593e-07, 1, 0.146309830436, 0.00280112044818, 1
6.6581e-06, 4.7346e-06, 4.04955e-06, 1, 0.132109446402, 0.00280112044818, 1
7.20167e-06, 6.72242e-06, 1.48838e-06, 1, 0.140661861661, 0.00280112044818, 0
6.07974e-06, 3.79776e-06, 5.21118e-07, 1, 0.143764143249, 0.00280112044818, 0
6.16722e-06, 5.01724e-06, 3.90008e-05, 2, 0.141801950606, 0.00280112044818, 0
6.55451e-06, 3.93404e-06, 1.42536e-06, 1, 0.247588211146, 0.00560224089636, 0
6.49597e-06, 4.26582e-06, 7.19276e-06, 1, 0.132084989951, 0.00280112044818, 0
7.38332e-06, 7.09401e-06, 4.76883e-06, 1, 0.154910961381, 0.00280112044818, 0
6.14906e-06, 4.11944e-06, 6.69535e-06, 1, 0.154206833345, 0.00280112044818, 0
7.52575e-06, 3.01443e-06, 5.93941e-06, 1, 0.143551383204, 0.00280112044818, 0
6.89912e-06, 3.89608e-06, 4.5084e-06, 1, 0.161765612119, 0.00280112044818, 0
6.82523e-06, 5.5766e-06, 6.02366e-06, 1, 0.145635280279, 0.00280112044818, 0
6.30653e-06, 3.8659e-06, 1.47389e-06, 1, 0.137249555521, 0.00280112044818, 0
1.88409e-05, 3.67004e-05, 4.01189e-06, 1, 0.130937045194, 0.00280112044818, 0
7.38332e-06, 7.09401e-06, 7.36811e-06, 1, 0.142528164241, 0.00280112044818, 0
6.15979e-06, 3.97021e-06, 6.3371e-06, 1, 0.534081555758, 0.00840336134454, 0
8.20416e-06, 3.58989e-06, 4.5084e-06, 1, 0.160211555769, 0.00280112044818, 1
6.73046e-06, 4.89884e-06, 7.92611e-06, 1, 0.143551383204, 0.00280112044818, 0
2.50234e-05, 2.64564e-05, 3.82403e-06, 1, 0.138918240837, 0.00280112044818, 0
7.38332e-06, 7.09401e-06, 8.20618e-06, 1, 0.154206833345, 0.00280112044818, 0
6.44051e-06, 4.14948e-06, 1.48838e-06, 4, 0.149243850657, 0.00280112044818, 1
7.35235e-06, 5.71316e-06, 2.999e-05, 1, 0.171341963247, 0.00280112044818, 0
6.97453e-06, 3.70507e-06, 4.47716e-06, 1, 0.15864693436, 0.00280112044818, 0
9.45377e-06, 8.11116e-06, 2.97524e-07, 1, 0.129899347875, 0.00280112044818, 0
6.87559e-06, 4.10843e-06, 1.75627e-06, 1, 0.143979761105, 0.00280112044818, 0
6.96531e-06, 5.02351e-06, 3.26788e-06, 1, 0.128975044425, 0.00280112044818, 0
6.48642e-06, 4.7985e-06, 4.20656e-06, 1, 0.156742333706, 0.00280112044818, 0
8.97941e-06, 4.93632e-06, 1.1269e-06, 1, 0.151382071392, 0.00280112044818, 0
6.74348e-06, 3.57782e-06, 4.1614e-06, 1, 0.135592764015, 0.00280112044818, 0
7.49177e-06, 3.5737e-06, 2.62829e-06, 1, 0.150478969346, 0.00280112044818, 0
6.93902e-06, 6.17345e-06, 4.1614e-06, 1, 0.129389061121, 0.00280112044818, 0
9.03305e-06, 3.9946e-06, 1.11293e-06, 1, 0.158772564449, 0.00280112044818, 0
6.14906e-06, 4.11944e-06, 5.93941e-06, 1, 0.159026325555, 0.00280112044818, 1
5.9468e-06, 4.11834e-06, 7.91359e-06, 1, 0.159941821404, 0.00280112044818, 0
6.99663e-06, 9.52109e-06, 2.13939e-06, 1, 0.154605859899, 0.00280112044818, 0
6.13198e-06, 5.21254e-06, 7.13096e-06, 1, 0.558380667833, 0.0112044817927, 0
6.89973e-06, 8.66914e-06, 5.47452e-05, 7, 0.154305773216, 0.00280112044818, 0
0.000136062, 0.000155093, 0.000394073, 1, 0.156742333706, 0.00280112044818, 1
7.97956e-06, 4.05558e-06, 3.71926e-06, 1, 0.373136222793, 0.00840336134454, 0
9.04693e-06, 4.10503e-06, 8.90732e-07, 1, 0.137249555521, 0.00280112044818, 0
6.87707e-06, 2.52536e-06, 1.9426e-06, 1, 0.174599665965, 0.00280112044818, 0
7.27847e-06, 4.02694e-06, 7.72933e-07, 1, 0.138416764123, 0.00280112044818, 0
7.65294e-06, 3.57782e-06, 4.1614e-06, 3, 3.9428512142, 0.0329024676851, 0
5.96641e-06, 4.68889e-06, 8.356e-06, 1, 0.173804523225, 0.00280112044818, 0
8.05322e-06, 4.2294e-06, 9.97651e-07, 1, 0.136167794257, 0.00280112044818, 0
7.29244e-06, 9.75395e-06, 1.96473e-06, 1, 0.144088663462, 0.00280112044818, 0
7.02711e-06, 5.25055e-06, 6.74156e-06, 1, 0.150883700629, 0.00280112044818, 0
6.54648e-06, 3.98505e-06, 3.76784e-06, 1, 0.153434173731, 0.00280112044818, 1
7.79972e-06, 6.14164e-06, 1.53403e-06, 1, 0.147276268907, 0.00280112044818, 0
7.12679e-06, 3.54391e-06, 5.25841e-06, 1, 0.143134168709, 0.00280112044818, 1
1.46839e-05, 9.24492e-06, 5.5441e-06, 1, 0.192691045881, 0.00280112044818, 0
7.52868e-06, 1.37228e-06, 2.51815e-07, 1, 0.14070589272, 0.00280112044818, 0
6.66345e-06, 6.43137e-06, 4.5084e-06, 2, 0.133799120248, 0.00280112044818, 0
6.53712e-06, 6.8464e-06, 3.21043e-05, 1, 0.125548011647, 0.00280112044818, 0
7.2322e-06, 1.2481e-06, 2.51526e-07, 2, 0.155643234154, 0.00280112044818, 0
6.1085e-06, 3.7878e-06, 8.83628e-06, 1, 0.26981570419, 0.00560224089636, 0
1.05165e-05, 3.87843e-06, 3.68627e-05, 1, 0.159413370058, 0.00280112044818, 0
1.24486e-05, 1.62043e-05, 1.09168e-05, 2, 0.133019915835, 0.00280112044818, 0
8.12928e-06, 7.80167e-06, 1.0304e-06, 4, 0.264496055981, 0.00560224089636, 0
7.21582e-06, 4.62514e-06, 2.94709e-06, 1, 0.550413080949, 0.0112044817927, 0
7.51917e-06, 3.9946e-06, 4.04042e-06, 2, 0.142878848972, 0.00280112044818, 0
6.39831e-06, 3.93404e-06, 3.02101e-06, 1, 0.292732279906, 0.00560224089636, 0
7.21582e-06, 5.10565e-06, 2.94709e-06, 1, 0.145045194492, 0.00280112044818, 0
7.80206e-06, 9.68884e-06, 2.8268e-06, 1, 0.145045194492, 0.00280112044818, 0
5.63749e-06, 2.88082e-06, 9.03008e-06, 3, 0.118901156916, 0.00280112044818, 0
6.02628e-06, 4.758e-06, 7.68647e-06, 1, 0.411061811784, 0.00840336134454, 0
6.15979e-06, 3.24945e-06, 3.56917e-06, 1, 0.150319673268, 0.00280112044818, 0
6.46345e-06, 3.97021e-06, 7.92611e-06, 1, 0.164268447665, 0.00280112044818, 0
9.45377e-06, 1.91019e-06, 2.97524e-07, 1, 0.139315656978, 0.00280112044818, 0
7.34554e-06, 5.65708e-06, 3.10584e-06, 1, 0.149393489202, 0.00280112044818, 0
1.21654e-05, 2.98167e-05, 7.36313e-06, 2, 0.125548011647, 0.0224089635854, 0
7.97956e-06, 2.52536e-06, 6.78947e-05, 1, 0.247588211146, 0.00560224089636, 0
7.25119e-06, 3.52504e-06, 7.37946e-06, 8, 0.148301872645, 0.00280112044818, 0
1.21654e-05, 3.89608e-06, 2.51526e-07, 1, 0.142136683835, 0.00280112044818, 0
6.26722e-06, 3.93134e-06, 6.02366e-06, 1, 0.13849283458, 0.00280112044818, 0
7.2322e-06, 2.65465e-06, 1.4916e-06, 2, 0.247588211146, 0.00560224089636, 0
7.61655e-06, 6.95333e-06, 6.82648e-06, 1, 0.15778997892, 0.00280112044818, 0
5.93548e-06, 3.99377e-06, 4.16732e-05, 1, 0.133799120248, 0.00280112044818, 0
1.08677e-05, 7.37911e-06, 6.56751e-05, 1, 0.138416764123, 0.00280112044818, 1
0.00175751, 0.00159404, 0.00229857, 1, 0.134682510463, 0.00280112044818, 0
6.73177e-06, 1.26567e-05, 2.52137e-06, 2, 0.133019915835, 0.00280112044818, 0
6.95388e-06, 3.7878e-06, 6.04934e-06, 21, 0.276436135727, 0.00560224089636, 1
6.55451e-06, 3.93404e-06, 3.10222e-06, 1, 0.13849283458, 0.00280112044818, 0
7.35235e-06, 5.15947e-06, 8.83628e-06, 1, 0.166005948581, 0.00280112044818, 0
7.1204e-06, 9.53089e-06, 1.50118e-06, 1, 0.180054405151, 0.00280112044818, 0
8.23499e-06, 6.21262e-06, 1.55964e-06, 1, 0.167902793404, 0.00280112044818, 0
6.55805e-06, 7.41931e-06, 1.1655e-06, 1, 0.155536824074, 0.00280112044818, 0
9.72704e-06, 5.55817e-06, 3.45584e-06, 1, 0.154505281132, 0.00280112044818, 0
7.2322e-06, 3.62629e-06, 2.51526e-07, 1, 0.138918240837, 0.00280112044818, 0
7.438e-06, 4.08937e-06, 3.84116e-06, 1, 0.174331486087, 0.00280112044818, 0
6.31138e-06, 1.2481e-06, 5.47224e-06, 1, 0.13849283458, 0.00280112044818, 0
9.40735e-06, 7.64507e-06, 3.42254e-07, 1, 0.149773382337, 0.00280112044818, 0
1.05149e-05, 1.37228e-06, 1.08696e-05, 1, 0.150720679903, 0.00280112044818, 0
9.45377e-06, 8.05078e-06, 2.97524e-07, 1, 0.129389061121, 0.00280112044818, 0
9.04693e-06, 4.93894e-06, 8.90732e-07, 1, 0.126267666609, 0.00280112044818, 0
6.34324e-06, 7.64507e-06, 2.35184e-06, 1, 0.154405254037, 0.00280112044818, 0
7.97956e-06, 1.16721e-05, 2.33606e-06, 1, 0.142980485436, 0.00280112044818, 0
7.65652e-06, 2.52536e-06, 2.13317e-06, 1, 0.153339874699, 0.00280112044818, 0
6.35601e-06, 4.71955e-06, 4.34172e-06, 1, 0.144588025472, 0.00280112044818, 0
6.59437e-06, 6.14961e-06, 4.04955e-06, 2, 0.152157115476, 0.00280112044818, 0
7.2322e-06, 7.69298e-06, 8.95821e-06, 1, 0.13849283458, 0.00280112044818, 0
8.12928e-06, 3.4886e-06, 3.05256e-05, 1, 0.143764143249, 0.00280112044818, 0
6.02555e-06, 1.2481e-06, 2.88088e-06, 1, 0.125577815144, 0.00280112044818, 0
7.25119e-06, 6.79555e-06, 2.51526e-07, 1, 0.133471434714, 0.00280112044818, 0
8.20416e-06, 1.2481e-06, 2.51526e-07, 1, 0.135530257417, 0.00280112044818, 0
8.20416e-06, 1.91019e-06, 2.97524e-07, 1, 0.275533401763, 0.00560224089636, 0
7.27854e-06, 4.14948e-06, 3.20672e-06, 1, 0.149243850657, 0.00280112044818, 0
5.77616e-06, 3.45249e-05, 8.20578e-05, 1, 0.14954444225, 0.00280112044818, 1
1.17281e-05, 3.42121e-05, 4.1614e-06, 1, 0.140838743549, 0.00280112044818, 0
6.93839e-06, 3.87441e-06, 7.32218e-06, 7, 0.136167794257, 0.00280112044818, 0
7.3727e-06, 4.73659e-06, 4.08423e-06, 2, 1.03347584748, 0.0196078431373, 0
7.12326e-06, 3.52467e-06, 2.11429e-06, 2, 0.484298991474, 0.00840336134454, 0
6.88204e-06, 9.88707e-06, 2.69473e-06, 1, 0.145103253921, 0.00280112044818, 1
6.21765e-06, 5.02059e-06, 7.13096e-06, 1, 0.152334053054, 0.00280112044818, 0
9.40735e-06, 4.93632e-06, 6.3371e-06, 1, 0.150478969346, 0.00280112044818, 0
1.65932e-05, 2.05688e-06, 3.42254e-07, 1, 0.159026325555, 0.00280112044818, 0
1.22618e-05, 4.01427e-06, 5.08298e-06, 1, 0.138918240837, 0.00280112044818, 0
8.19385e-06, 1.93925e-05, 9.96296e-06, 1, 0.129389061121, 0.00280112044818, 0
7.80206e-06, 7.60406e-06, 1.18676e-05, 1, 0.32113150061, 0.00560224089636, 0
7.40007e-06, 4.32485e-06, 4.68182e-06, 1, 0.143979761105, 0.00280112044818, 0
7.38332e-06, 3.32173e-06, 3.11243e-06, 1, 0.140838743549, 0.00280112044818, 0
6.2866e-06, 5.71316e-06, 1.48838e-06, 1, 0.160623303904, 0.00280112044818, 0
1.3354e-05, 8.05303e-06, 2.88088e-06, 2, 0.138079145498, 0.00280112044818, 0
6.50073e-06, 3.24945e-06, 3.27293e-06, 1, 0.343022474721, 0.00560224089636, 0
1.21654e-05, 6.79555e-06, 2.44124e-06, 1, 0.267301680215, 0.00560224089636, 0
7.98421e-06, 2.65465e-06, 7.62116e-06, 2, 0.283774095102, 0.00560224089636, 0
1.18813e-05, 3.76661e-06, 3.6538e-06, 1, 0.247588211146, 0.00560224089636, 0
7.80206e-06, 9.35774e-06, 2.8268e-06, 1, 0.143082775873, 0.00280112044818, 0
7.0293e-06, 2.88082e-06, 3.19637e-06, 1, 0.172052353961, 0.00280112044818, 0
7.34554e-06, 2.0338e-05, 5.21118e-07, 1, 0.698187115196, 0.0140056022409, 1
7.49177e-06, 2.65465e-06, 2.62829e-06, 1, 0.137532882822, 0.00280112044818, 0
6.63413e-06, 3.5737e-06, 1.74022e-06, 5, 0.247588211146, 0.00560224089636, 0
1.34982e-05, 8.42113e-06, 3.5193e-06, 1, 0.14070589272, 0.00280112044818, 0
7.05969e-06, 1.58179e-05, 2.91985e-06, 2, 0.162667897266, 0.00280112044818, 0
7.61655e-06, 5.33022e-06, 1.47389e-06, 1, 0.325523849501, 0.00560224089636, 0
6.45384e-06, 6.95333e-06, 4.5759e-06, 1, 0.148022225891, 0.00280112044818, 0
9.45377e-06, 1.91019e-06, 2.97524e-07, 1, 2.01383994054, 0.0392156862745, 0
9.72704e-06, 2.43107e-06, 5.46593e-07, 1, 0.128975044425, 0.00280112044818, 0
7.40648e-06, 8.16382e-06, 3.72821e-06, 1, 0.146498679207, 0.00280112044818, 0
7.98421e-06, 5.60999e-06, 3.6538e-06, 1, 0.155117223232, 0.00280112044818, 0
