@relation data

@attribute common numeric
@attribute adamic numeric
@attribute jaccards numeric
@attribute class {1,0}

@data
1, 0.146309830436, 0.00280112044818, 1
1, 0.132109446402, 0.00280112044818, 1
1, 0.140661861661, 0.00280112044818, 0
1, 0.143764143249, 0.00280112044818, 0
2, 0.141801950606, 0.00280112044818, 0
1, 0.247588211146, 0.00560224089636, 0
1, 0.132084989951, 0.00280112044818, 0
1, 0.154910961381, 0.00280112044818, 0
1, 0.154206833345, 0.00280112044818, 0
1, 0.143551383204, 0.00280112044818, 0
1, 0.161765612119, 0.00280112044818, 0
1, 0.145635280279, 0.00280112044818, 0
1, 0.137249555521, 0.00280112044818, 0
1, 0.130937045194, 0.00280112044818, 0
1, 0.142528164241, 0.00280112044818, 0
1, 0.534081555758, 0.00840336134454, 0
1, 0.160211555769, 0.00280112044818, 1
1, 0.143551383204, 0.00280112044818, 0
1, 0.138918240837, 0.00280112044818, 0
1, 0.154206833345, 0.00280112044818, 0
4, 0.149243850657, 0.00280112044818, 1
1, 0.171341963247, 0.00280112044818, 0
1, 0.15864693436, 0.00280112044818, 0
1, 0.129899347875, 0.00280112044818, 0
1, 0.143979761105, 0.00280112044818, 0
1, 0.128975044425, 0.00280112044818, 0
1, 0.156742333706, 0.00280112044818, 0
1, 0.151382071392, 0.00280112044818, 0
1, 0.135592764015, 0.00280112044818, 0
1, 0.150478969346, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 0
1, 0.158772564449, 0.00280112044818, 0
1, 0.159026325555, 0.00280112044818, 1
1, 0.159941821404, 0.00280112044818, 0
1, 0.154605859899, 0.00280112044818, 0
1, 0.558380667833, 0.0112044817927, 0
7, 0.154305773216, 0.00280112044818, 0
1, 0.156742333706, 0.00280112044818, 1
1, 0.373136222793, 0.00840336134454, 0
1, 0.137249555521, 0.00280112044818, 0
1, 0.174599665965, 0.00280112044818, 0
1, 0.138416764123, 0.00280112044818, 0
3, 3.9428512142, 0.0329024676851, 0
1, 0.173804523225, 0.00280112044818, 0
1, 0.136167794257, 0.00280112044818, 0
1, 0.144088663462, 0.00280112044818, 0
1, 0.150883700629, 0.00280112044818, 0
1, 0.153434173731, 0.00280112044818, 1
1, 0.147276268907, 0.00280112044818, 0
1, 0.143134168709, 0.00280112044818, 1
1, 0.192691045881, 0.00280112044818, 0
1, 0.14070589272, 0.00280112044818, 0
2, 0.133799120248, 0.00280112044818, 0
1, 0.125548011647, 0.00280112044818, 0
2, 0.155643234154, 0.00280112044818, 0
1, 0.26981570419, 0.00560224089636, 0
1, 0.159413370058, 0.00280112044818, 0
2, 0.133019915835, 0.00280112044818, 0
4, 0.264496055981, 0.00560224089636, 0
1, 0.550413080949, 0.0112044817927, 0
2, 0.142878848972, 0.00280112044818, 0
1, 0.292732279906, 0.00560224089636, 0
1, 0.145045194492, 0.00280112044818, 0
1, 0.145045194492, 0.00280112044818, 0
3, 0.118901156916, 0.00280112044818, 0
1, 0.411061811784, 0.00840336134454, 0
1, 0.150319673268, 0.00280112044818, 0
1, 0.164268447665, 0.00280112044818, 0
1, 0.139315656978, 0.00280112044818, 0
1, 0.149393489202, 0.00280112044818, 0
2, 0.125548011647, 0.0224089635854, 0
1, 0.247588211146, 0.00560224089636, 0
8, 0.148301872645, 0.00280112044818, 0
1, 0.142136683835, 0.00280112044818, 0
1, 0.13849283458, 0.00280112044818, 0
2, 0.247588211146, 0.00560224089636, 0
1, 0.15778997892, 0.00280112044818, 0
1, 0.133799120248, 0.00280112044818, 0
1, 0.138416764123, 0.00280112044818, 1
1, 0.134682510463, 0.00280112044818, 0
2, 0.133019915835, 0.00280112044818, 0
21, 0.276436135727, 0.00560224089636, 1
1, 0.13849283458, 0.00280112044818, 0
1, 0.166005948581, 0.00280112044818, 0
1, 0.180054405151, 0.00280112044818, 0
1, 0.167902793404, 0.00280112044818, 0
1, 0.155536824074, 0.00280112044818, 0
1, 0.154505281132, 0.00280112044818, 0
1, 0.138918240837, 0.00280112044818, 0
1, 0.174331486087, 0.00280112044818, 0
1, 0.13849283458, 0.00280112044818, 0
1, 0.149773382337, 0.00280112044818, 0
1, 0.150720679903, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 0
1, 0.126267666609, 0.00280112044818, 0
1, 0.154405254037, 0.00280112044818, 0
1, 0.142980485436, 0.00280112044818, 0
1, 0.153339874699, 0.00280112044818, 0
1, 0.144588025472, 0.00280112044818, 0
2, 0.152157115476, 0.00280112044818, 0
1, 0.13849283458, 0.00280112044818, 0
1, 0.143764143249, 0.00280112044818, 0
1, 0.125577815144, 0.00280112044818, 0
1, 0.133471434714, 0.00280112044818, 0
1, 0.135530257417, 0.00280112044818, 0
1, 0.275533401763, 0.00560224089636, 0
1, 0.149243850657, 0.00280112044818, 0
1, 0.14954444225, 0.00280112044818, 1
1, 0.140838743549, 0.00280112044818, 0
7, 0.136167794257, 0.00280112044818, 0
2, 1.03347584748, 0.0196078431373, 0
2, 0.484298991474, 0.00840336134454, 0
1, 0.145103253921, 0.00280112044818, 1
1, 0.152334053054, 0.00280112044818, 0
1, 0.150478969346, 0.00280112044818, 0
1, 0.159026325555, 0.00280112044818, 0
1, 0.138918240837, 0.00280112044818, 0
1, 0.129389061121, 0.00280112044818, 0
1, 0.32113150061, 0.00560224089636, 0
1, 0.143979761105, 0.00280112044818, 0
1, 0.140838743549, 0.00280112044818, 0
1, 0.160623303904, 0.00280112044818, 0
2, 0.138079145498, 0.00280112044818, 0
1, 0.343022474721, 0.00560224089636, 0
1, 0.267301680215, 0.00560224089636, 0
2, 0.283774095102, 0.00560224089636, 0
1, 0.247588211146, 0.00560224089636, 0
1, 0.143082775873, 0.00280112044818, 0
1, 0.172052353961, 0.00280112044818, 0
1, 0.698187115196, 0.0140056022409, 1
1, 0.137532882822, 0.00280112044818, 0
5, 0.247588211146, 0.00560224089636, 0
1, 0.14070589272, 0.00280112044818, 0
2, 0.162667897266, 0.00280112044818, 0
1, 0.325523849501, 0.00560224089636, 0
1, 0.148022225891, 0.00280112044818, 0
1, 2.01383994054, 0.0392156862745, 0
1, 0.128975044425, 0.00280112044818, 0
1, 0.146498679207, 0.00280112044818, 0
1, 0.155117223232, 0.00280112044818, 0
1, 0.148301872645, 0.00280112044818, 0
1, 0.133019915835, 0.00280112044818, 0
2, 0.14954444225, 0.00560224089636, 0
