@relation data

@attribute pr_all1 numeric
@attribute pr_root numeric
@attribute pr_high numeric
@attribute common numeric
@attribute adamic numeric
@attribute jacc numeric
@attribute pr_all1_super numeric
@attribute pr_root_super numeric
@attribute pr_high_super numeric
@attribute class {1,0}

@data

2.22526e-05,1.21709e-05,3.44746e-06,1,0.174815646254,0.00833333333333,2.41288e-05,1.79941e-05,1.71369e-05,0
5.16603e-05,5.319e-05,1.32976e-05,4,0.665417957289,0.0333333333333,2.43482e-05,2.50052e-05,1.84559e-05,0
2.79812e-05,2.74202e-05,6.94528e-06,2,0.327364417375,0.0166666666667,2.41963e-05,2.01401e-05,1.75397e-05,0
1.77888e-05,1.77653e-05,2.25315e-05,1,0.189461590845,0.00833333333333,2.42037e-05,2.0382e-05,1.81209e-05,0
2.17842e-05,2.27378e-05,5.30911e-06,1,0.199842272251,0.00833333333333,2.42026e-05,2.03617e-05,1.75821e-05,0
2.22586e-05,6.55734e-06,2.48279e-06,1,0.15644758564,0.00833333333333,2.40924e-05,1.683e-05,1.6918e-05,0
1.60481e-05,1.59669e-05,1.95785e-05,1,0.185403977454,0.00833333333333,2.41771e-05,1.95359e-05,1.78592e-05,0
2.28598e-05,3.58564e-06,2.17598e-06,1,0.144494649022,0.00833333333333,2.40775e-05,1.63526e-05,1.68283e-05,0
2.06247e-05,1.4585e-05,3.60876e-06,1,0.176694609485,0.00833333333333,2.41325e-05,1.81146e-05,1.71596e-05,0
1.94067e-05,1.55694e-05,1.56121e-05,1,0.177023289157,0.00833333333333,2.41536e-05,1.87819e-05,1.76382e-05,0
2.02047e-05,2.17313e-05,4.87037e-06,1,0.201497341646,0.00833333333333,2.42107e-05,2.06198e-05,1.76306e-05,0
0.000136154,0.000170873,5.74867e-05,11,1.92130441255,0.0916666666667,2.51875e-05,5.17832e-05,2.39214e-05,0
2.22526e-05,1.21709e-05,3.44746e-06,1,0.174815646254,0.00833333333333,2.41288e-05,1.79941e-05,1.71369e-05,0
1.54455e-05,1.8148e-05,4.1129e-06,1,0.18685099176,0.00833333333333,2.42173e-05,2.08104e-05,1.76657e-05,0
1.85392e-05,1.11461e-05,7.65491e-05,1,0.15446661782,0.00833333333333,2.40966e-05,1.69602e-05,4.12476e-05,0
1.79665e-05,1.24835e-05,8.86652e-05,1,0.161435995364,0.00833333333333,2.41108e-05,1.74132e-05,4.95601e-05,0
1.78868e-05,1.42288e-05,2.18964e-05,1,0.172712759757,0.00833333333333,2.41364e-05,1.82327e-05,1.74755e-05,0
2.80657e-05,2.45218e-05,6.44191e-06,2,0.313594518742,0.0166666666667,2.41494e-05,1.86462e-05,1.72602e-05,0
2.28598e-05,3.58564e-06,2.17598e-06,1,0.144494649022,0.00833333333333,2.40775e-05,1.63526e-05,1.68283e-05,0
1.96356e-05,1.0895e-05,0.000132208,1,0.167612370886,0.00833333333333,2.41141e-05,1.75248e-05,5.63173e-05,1
4.34667e-05,3.77826e-05,9.33267e-06,3,0.508164994013,0.025,2.42472e-05,2.17847e-05,1.78495e-05,0
1.58519e-05,1.6616e-05,3.84537e-06,1,0.177133895355,0.00833333333333,2.41709e-05,1.93277e-05,1.7387e-05,0
