@relation data

@attribute pr_all1 numeric
@attribute pr_root numeric
@attribute pr_high numeric
@attribute common numeric
@attribute adamic numeric
@attribute jacc numeric
@attribute pr_all1_super numeric
@attribute pr_root_super numeric
@attribute pr_high_super numeric
@attribute class {1,0}

@data

0.00178582,0.00114491,0.000462213,37,5.90666752159,0.031197301855,4.12273e-06,0.000181706,2.23294e-05,0
0.00192938,0.0015394,0.000670241,58,9.48932293723,0.0402498265094,4.32228e-06,0.000189173,2.32514e-05,0
0.0008983,0.000849548,0.000333206,50,7.76946528139,0.0585480093677,4.27236e-06,0.000187675,2.30903e-05,0
0.00161375,0.00117149,0.000527396,34,5.55343354786,0.0266666666667,4.11575e-06,0.000180978,2.22061e-05,0
0.000316904,0.000536203,0.000301594,7,1.12612406674,0.0101302460203,3.91871e-06,0.000173589,2.14323e-05,0
0.000687328,0.000768198,0.000541874,12,1.85479907014,0.0143027413588,7.00799e-06,0.00017734,2.33268e-05,0
0.00130963,0.00117354,0.00046928,23,3.91464647726,0.0205357142857,4.08932e-06,0.000180366,2.21422e-05,0
0.00176474,0.0010692,0.000410832,6,0.885475372759,0.00461893764434,3.88896e-06,0.00017242,2.11103e-05,0
0.00175638,0.00140979,0.000610454,88,14.4363527521,0.0764552562989,4.76809e-06,0.000206897,2.55443e-05,0
0.000372257,0.000690759,0.00032585,29,4.98028958477,0.0430267062315,4.39867e-06,0.000192865,2.48275e-05,0
0.000312202,0.000669299,0.000365635,52,9.33869320463,0.0865224625624,5.19087e-06,0.000224505,4.37386e-05,0
0.000866283,0.000866416,0.00034607,56,8.93796948998,0.0642201834862,4.27922e-06,0.000187781,2.30698e-05,0
4.1341e-05,0.000159546,4.22515e-05,18,3.45022402494,0.0335820895522,4.4418e-06,0.000194377,2.41862e-05,1
1.00126e-05,9.6992e-05,1.68546e-05,4,0.614298206654,0.00746268656716,3.88463e-06,0.000172247,2.10879e-05,0
0.000358094,0.000649614,0.000319598,25,5.19799520043,0.0361794500724,4.09783e-06,0.000180745,2.2252e-05,1
0.000681112,0.000729777,0.000854123,4,0.620514571257,0.004662004662,3.88658e-06,0.000172317,2.12181e-05,1
0.000294033,0.00062226,0.000359118,37,6.54736685727,0.0586370839937,4.6257e-06,0.00020094,3.9215e-05,0
0.000951735,0.00102197,0.000491769,21,3.47807739048,0.0232558139535,4.15741e-06,0.000182985,2.32758e-05,0
0.000617441,0.000855728,0.000581018,43,7.50634677979,0.0565045992116,4.43965e-06,0.000194403,2.40751e-05,1
0.00108151,0.00096633,0.000825954,17,3.05642592253,0.0181236673774,4.055e-06,0.000179006,4.55027e-05,1
0.000725119,0.00104115,0.00085304,52,9.10283099889,0.0638036809816,4.66996e-06,0.000203529,2.53862e-05,1
0.000480479,0.000812909,0.000289533,18,3.60732243932,0.0254957507082,4.26146e-06,0.000187259,2.33263e-05,0
0.0014491,0.000909523,0.000288773,18,2.88139089829,0.0172084130019,3.97845e-06,0.000175993,2.15651e-05,0
0.00224566,0.00134077,0.000665947,20,3.20015430908,0.0131926121372,3.99254e-06,0.000176539,2.16703e-05,0
0.000700376,0.00078372,0.000313161,52,8.83287636788,0.0638036809816,4.27194e-06,0.000187637,2.30496e-05,0
0.000691583,0.000732095,0.000237434,19,2.96794386492,0.0239596469105,4.01174e-06,0.000177308,2.17337e-05,0
0.000272377,0.000583677,0.000336307,34,5.87652668523,0.0543130990415,4.45328e-06,0.000194378,3.82775e-05,0
0.000803875,0.000862047,0.000478002,7,1.28147378686,0.00789177001127,3.91957e-06,0.000173439,2.13488e-05,0
0.000973853,0.000944442,0.00101347,14,2.61540273368,0.014598540146,4.01939e-06,0.000177578,2.1833e-05,1
0.00100469,0.00119965,0.00113635,43,7.2494511274,0.0422396856582,4.37814e-06,0.000191923,2.39286e-05,1
0.000440777,0.000645356,0.000351686,5,0.837990458954,0.0068870523416,3.91496e-06,0.000173441,2.12937e-05,1
0.00128273,0.00141493,0.00132128,60,10.3885406267,0.0550458715596,4.64434e-06,0.000202302,2.52605e-05,1
0.000742221,0.00109666,0.00068363,61,10.7754264534,0.0766331658291,5.14377e-06,0.000222623,4.38124e-05,0
0.000888161,0.00081495,0.000681114,3,0.500541866378,0.00328227571116,3.89259e-06,0.000172564,2.12067e-05,1
0.0011087,0.000943793,0.000364496,35,5.49679055806,0.0358974358974,4.1437e-06,0.000182376,2.23806e-05,0
0.00112981,0.00131835,0.000767198,86,15.1669016918,0.0967379077615,5.25687e-06,0.000226568,2.85161e-05,1
0.0011463,0.00115994,0.000651478,27,4.73817090359,0.0273279352227,4.50873e-06,0.000197337,2.59646e-05,0
0.000846312,0.000927955,0.000771686,20,3.2700877421,0.0213447171825,4.02214e-06,0.00017772,3.56673e-05,1
0.000481796,0.000645152,0.000208397,12,1.93319805725,0.0161943319838,3.98283e-06,0.000176153,2.16055e-05,0
0.000633259,0.000984123,0.000579371,66,11.5586422988,0.0925666199158,5.47617e-06,0.000235952,4.61138e-05,0
0.00154952,0.00113147,0.00047419,46,7.02547305849,0.040350877193,4.17657e-06,0.000183707,2.25856e-05,0
8.05756e-05,0.000158498,5.03466e-05,31,4.7665598091,0.0578358208955,7.24798e-06,0.000186898,2.43773e-05,0
0.000166244,0.000420569,0.000152571,12,2.25616523424,0.0199667221298,3.9558e-06,0.000175055,2.15468e-05,1
0.000889977,0.000843795,0.000322278,41,6.3808513808,0.0485207100592,4.18008e-06,0.000184018,2.26236e-05,0
0.000372835,0.000618042,0.000356112,17,3.2579851941,0.0251107828656,4.03208e-06,0.000178104,2.20143e-05,1
0.000169704,0.000497065,0.000144249,2,0.368681936312,0.00326797385621,3.907e-06,0.000173152,2.12687e-05,0
0.000806881,0.00119718,0.000759902,56,9.78986819762,0.0652680652681,5.06695e-06,0.000219423,4.28466e-05,0
